id,cpf_cidadao,servico_slug,servico_nome,categoria,data_solicitacao,dias_para_concluir,status,nota_satisfacao,verificacao_facial_falhou
490,524.960.871-01,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-06-09,1,Concluído,4.6,False
491,524.960.871-01,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-05-22,2,Concluído,3.4,False
492,524.960.871-01,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-03-02,3,Concluído,3.6,True
493,680.957.342-92,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-11-13,1,Concluído,4.4,False
494,680.957.342-92,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-07-08,6,Concluído,4.9,False
495,680.957.342-92,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-06-10,8,Em andamento,4.7,False
496,374.586.920-65,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-09-03,1,Concluído,4.1,False
497,374.586.920-65,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-16,13,Concluído,3.2,False
498,459.286.107-85,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-08-21,3,Concluído,2.9,False
499,690.458.137-93,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-01-15,1,Concluído,4.1,False
500,690.458.137-93,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-09-10,6,Concluído,4.5,False
501,690.458.137-93,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-11-08,1,Concluído,4.0,False
502,690.458.137-93,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-12-27,3,Concluído,3.6,False
503,172.584.963-19,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-06-05,1,Concluído,3.8,False
504,497.603.528-00,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-02-17,3,Concluído,4.1,False
505,497.603.528-00,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-05-31,10,Concluído,3.2,False
506,567.128.049-49,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-07-31,20,Concluído,3.2,False
507,712.435.689-09,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-08-07,1,Concluído,4.3,False
508,712.435.689-09,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-05-19,1,Concluído,4.0,True
509,093.152.487-32,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-19,4,Concluído,4.4,True
510,093.152.487-32,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-08-22,1,Concluído,4.6,False
511,895.371.246-73,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-04-30,4,Concluído,3.7,False
512,895.371.246-73,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-06-13,2,Concluído,4.9,False
513,895.371.246-73,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-03-01,4,Concluído,3.0,False
514,982.076.351-77,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-09-23,1,Concluído,2.9,False
515,982.076.351-77,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-07-23,1,Concluído,4.7,False
516,761.423.905-99,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-05,2,Concluído,4.5,False
517,761.423.905-99,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-10,2,Em andamento,3.7,True
518,761.423.905-99,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-10-14,1,Concluído,5.0,False
519,761.423.905-99,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-11-23,3,Atrasado,3.5,False
520,197.846.230-13,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-10-11,1,Concluído,3.8,False
521,197.804.523-97,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-09-09,1,Concluído,4.0,False
522,197.804.523-97,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-01-04,6,Concluído,3.4,False
523,197.804.523-97,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-04-25,16,Concluído,3.9,False
524,197.804.523-97,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-02-20,1,Concluído,4.4,False
525,596.807.432-92,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-16,2,Concluído,4.5,False
526,596.807.432-92,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-20,1,Concluído,4.9,False
527,596.807.432-92,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-07-30,16,Concluído,2.3,False
528,596.807.432-92,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-12-28,1,Concluído,3.6,False
529,168.327.490-31,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-01-25,2,Concluído,4.8,False
530,168.327.490-31,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-13,1,Concluído,5.0,False
531,168.327.490-31,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-10-12,1,Concluído,4.8,False
532,726.984.053-92,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-09-20,9,Concluído,4.4,False
533,726.984.053-92,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-02-17,12,Concluído,4.2,False
534,726.984.053-92,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-02-25,4,Concluído,5.0,False
535,935.467.018-01,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-25,2,Concluído,3.9,False
536,935.467.018-01,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-01-27,1,Concluído,4.7,False
537,935.467.018-01,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-01-02,14,Concluído,3.7,False
538,792.038.154-14,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-11,8,Concluído,4.1,False
539,792.038.154-14,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-03-02,1,Concluído,4.7,False
540,792.038.154-14,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-05-10,7,Em andamento,5.0,True
541,792.038.154-14,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-02-15,3,Concluído,3.0,False
542,719.320.654-07,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-26,13,Concluído,4.2,False
543,719.320.654-07,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-09-28,5,Atrasado,4.4,False
544,719.320.654-07,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-12-31,2,Concluído,3.4,False
545,758.601.342-07,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-02-10,6,Concluído,2.9,True
546,758.601.342-07,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-10-06,11,Concluído,3.9,False
547,758.601.342-07,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-09-30,1,Concluído,5.0,False
548,758.601.342-07,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-04-16,4,Concluído,4.6,False
549,485.706.139-20,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-18,1,Concluído,4.4,False
550,485.706.139-20,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-09-23,4,Em andamento,4.5,False
551,485.706.139-20,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-09-29,9,Concluído,4.5,False
552,485.706.139-20,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-05-09,2,Concluído,5.0,False
553,516.094.782-58,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-06-07,7,Concluído,4.1,False
554,516.094.782-58,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-06-18,1,Concluído,4.0,False
555,516.094.782-58,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-04-25,2,Concluído,3.8,False
556,516.094.782-58,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-05-07,18,Em andamento,3.8,False
557,782.541.603-17,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-10-11,4,Concluído,4.6,True
558,782.541.603-17,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-09-17,1,Concluído,5.0,False
559,782.541.603-17,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-08-11,8,Concluído,3.4,False
560,296.457.831-19,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-03-29,1,Concluído,4.6,False
561,296.457.831-19,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-17,3,Concluído,3.8,False
562,296.457.831-19,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-07-18,2,Atrasado,3.3,False
563,519.436.728-73,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-04-03,1,Concluído,5.0,False
564,519.436.728-73,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-05-06,8,Atrasado,3.7,False
565,429.581.067-30,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-01-08,10,Concluído,3.9,False
566,429.581.067-30,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-07-27,13,Concluído,5.0,True
567,429.581.067-30,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-08-12,1,Concluído,5.0,False
568,406.372.851-07,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-10-18,9,Concluído,3.5,True
569,406.372.851-07,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-03-29,1,Concluído,4.7,False
570,406.372.851-07,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-05-09,1,Concluído,4.0,False
571,406.372.851-07,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-05-05,1,Concluído,4.9,False
572,219.854.063-06,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-12-15,2,Concluído,4.6,False
573,219.854.063-06,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-11-19,3,Concluído,4.8,False
574,219.854.063-06,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-31,13,Concluído,4.4,True
575,209.748.613-40,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-06-26,1,Concluído,4.4,False
576,209.748.613-40,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-09,7,Concluído,4.5,False
577,209.748.613-40,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-18,1,Concluído,5.0,False
578,209.748.613-40,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-04,13,Concluído,3.9,False
579,615.892.473-37,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-05-30,5,Concluído,2.3,False
580,615.892.473-37,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-10-19,9,Concluído,3.4,False
581,615.892.473-37,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-05-08,1,Concluído,5.0,False
582,615.892.473-37,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-08-18,5,Em andamento,2.8,False
583,305.986.241-98,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-06,4,Concluído,4.0,False
584,120.579.483-23,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-07-25,3,Concluído,4.1,False
585,120.579.483-23,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-01-09,3,Concluído,4.0,False
586,120.579.483-23,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-29,1,Em andamento,3.9,False
587,120.579.483-23,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-04-07,5,Concluído,4.0,False
588,501.867.239-03,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-12,1,Concluído,4.4,False
589,501.867.239-03,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-06,18,Concluído,4.3,False
590,501.867.239-03,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-04-24,4,Concluído,3.6,False
591,019.572.684-76,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-08-07,20,Concluído,3.1,False
592,019.572.684-76,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-11-21,2,Concluído,3.2,True
593,019.572.684-76,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-05-04,1,Concluído,4.0,False
594,326.748.195-37,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-05-23,5,Concluído,3.4,False
595,326.748.195-37,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-07-08,1,Concluído,4.7,False
596,435.189.602-70,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-05-15,18,Concluído,2.9,False
597,814.502.639-33,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-07-05,6,Atrasado,3.8,False
598,814.502.639-33,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-01-10,6,Concluído,3.5,False
599,754.891.263-37,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-07,4,Concluído,5.0,False
600,754.891.263-37,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-17,3,Concluído,3.7,False
601,754.891.263-37,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-17,1,Concluído,5.0,False
602,578.329.640-65,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-11-22,6,Concluído,3.6,False
603,578.329.640-65,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-15,14,Concluído,3.7,False
604,578.329.640-65,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-05-23,1,Concluído,3.8,False
605,063.942.758-83,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-01-01,11,Concluído,3.3,False
606,063.942.758-83,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-04-24,1,Concluído,4.9,False
607,063.942.758-83,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-16,4,Concluído,3.1,True
608,063.942.758-83,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-04,1,Concluído,4.7,False
609,032.641.897-04,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-11-25,1,Concluído,4.4,False
610,032.641.897-04,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-25,1,Concluído,4.6,False
611,032.641.897-04,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-24,13,Concluído,3.5,True
612,032.641.897-04,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-11,18,Concluído,2.5,False
613,530.914.268-15,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-02-16,3,Em andamento,3.1,False
614,530.914.268-15,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-05-02,2,Concluído,5.0,False
615,530.914.268-15,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-13,1,Concluído,4.1,False
616,530.914.268-15,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-21,8,Atrasado,3.7,False
617,268.940.715-94,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-14,2,Concluído,3.8,False
618,231.459.706-07,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-01-11,1,Concluído,3.5,False
619,798.146.302-50,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-10-02,5,Concluído,3.1,True
620,249.836.071-96,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-17,2,Concluído,3.1,False
621,249.836.071-96,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-11-24,1,Concluído,4.7,False
622,249.836.071-96,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-05-18,14,Concluído,3.7,False
623,249.836.071-96,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-12-10,2,Concluído,4.1,False
624,284.159.370-32,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-12-21,5,Concluído,3.6,False
625,270.645.831-35,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-06-27,1,Concluído,4.9,False
626,270.645.831-35,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-12-14,2,Concluído,4.2,False
627,270.645.831-35,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-01,1,Concluído,4.8,False
628,086.135.249-15,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-05-08,2,Concluído,4.2,False
629,086.135.249-15,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-02-23,3,Concluído,2.7,False
630,086.135.249-15,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-05-20,1,Concluído,3.9,False
631,086.135.249-15,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-21,1,Concluído,3.4,False
632,081.493.726-87,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-02-27,1,Concluído,4.3,False
633,946.713.805-01,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-04,2,Concluído,4.7,False
634,946.713.805-01,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-11-07,7,Atrasado,3.7,False
635,137.659.084-01,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-06-17,5,Concluído,3.2,False
636,194.820.756-76,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-12-27,1,Concluído,4.3,False
637,194.820.756-76,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-08-27,1,Em andamento,5.0,False
638,194.820.756-76,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-04-26,5,Concluído,3.0,False
639,384.107.625-44,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-09-19,14,Concluído,3.9,False
640,930.567.421-61,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-11-08,5,Concluído,3.7,False
641,930.567.421-61,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-09-12,8,Concluído,4.3,True
642,930.567.421-61,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-04-17,1,Concluído,4.6,False
643,261.408.975-30,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-09-24,3,Concluído,3.8,False
644,261.408.975-30,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-03-25,12,Concluído,3.5,False
645,261.408.975-30,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-08-31,2,Concluído,4.0,False
646,790.382.516-02,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-05-20,14,Concluído,3.2,False
647,790.382.516-02,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-14,15,Concluído,3.8,True
648,512.379.846-37,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-01-14,1,Concluído,5.0,False
649,512.379.846-37,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-06-13,9,Em andamento,3.3,False
650,512.379.846-37,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-05-14,1,Concluído,4.0,False
651,395.107.426-43,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-03-16,9,Atrasado,3.9,False
652,395.107.426-43,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-11-04,10,Atrasado,3.6,False
653,284.317.506-26,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-01-06,2,Concluído,5.0,False
654,284.317.506-26,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-02-23,6,Concluído,4.4,False
655,284.317.506-26,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-01-13,3,Concluído,3.8,False
656,508.913.762-59,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-09-22,1,Concluído,4.4,False
657,508.913.762-59,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-04,1,Concluído,5.0,False
658,365.298.704-74,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-05-16,1,Concluído,5.0,False
659,365.298.704-74,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-06-12,3,Concluído,3.6,False
660,365.298.704-74,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-02-21,3,Concluído,4.3,False
661,270.135.694-61,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-29,10,Em andamento,3.0,False
662,270.135.694-61,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-06-30,1,Concluído,4.6,False
663,719.526.483-19,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-24,5,Concluído,3.6,False
664,719.526.483-19,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-11-28,14,Concluído,3.9,False
665,879.034.216-03,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-01-14,9,Concluído,3.5,False
666,879.034.216-03,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-03-14,1,Concluído,3.4,False
667,496.237.510-52,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-07-14,1,Concluído,5.0,False
668,198.340.576-01,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-03-17,6,Concluído,4.3,False
669,198.340.576-01,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-08-05,2,Concluído,4.2,False
670,298.067.413-31,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-10-22,9,Concluído,3.2,False
671,298.067.413-31,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-08-09,2,Concluído,4.6,False
672,964.237.105-70,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-19,3,Atrasado,4.6,False
673,964.237.105-70,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-11-18,1,Concluído,3.8,False
674,964.237.105-70,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-09-03,6,Concluído,3.9,False
675,470.536.281-08,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-06-21,1,Concluído,4.5,False
676,693.207.184-31,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-12-20,5,Concluído,3.4,False
677,693.207.184-31,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-14,2,Concluído,4.4,False
678,693.207.184-31,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-04-22,9,Concluído,3.9,False
679,693.207.184-31,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-06-19,2,Concluído,4.7,False
680,794.583.160-57,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-12,12,Concluído,3.4,False
681,794.583.160-57,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-12-12,2,Concluído,5.0,False
682,794.583.160-57,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-24,16,Concluído,3.4,False
683,120.398.654-89,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-05-21,4,Concluído,3.3,False
684,120.398.654-89,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-05-04,1,Concluído,4.6,False
685,120.398.654-89,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-07,3,Concluído,4.2,False
686,234.680.795-83,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-11-13,3,Concluído,4.0,False
687,234.680.795-83,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-02-16,2,Concluído,4.2,False
688,234.680.795-83,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-10-19,1,Concluído,4.9,False
689,234.680.795-83,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-02-10,5,Concluído,3.2,False
690,645.170.892-58,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-04-30,1,Concluído,4.5,False
691,645.170.892-58,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-04-19,16,Concluído,4.2,False
692,645.170.892-58,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-09-21,4,Concluído,3.3,True
693,024.793.158-60,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-07-24,1,Concluído,4.6,False
694,150.729.634-70,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-07-30,2,Concluído,4.9,False
695,407.539.261-99,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-01-20,8,Concluído,3.6,False
696,407.539.261-99,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-07-02,2,Concluído,4.9,False
697,407.539.261-99,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-01-17,5,Concluído,5.0,False
698,748.923.051-97,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-03-01,9,Concluído,3.1,True
699,748.923.051-97,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-01-22,1,Concluído,4.3,False
700,748.923.051-97,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-05-31,4,Concluído,4.0,False
701,748.923.051-97,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-04-02,2,Concluído,5.0,False
702,387.641.259-55,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-01-11,2,Atrasado,3.6,False
703,173.064.829-04,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-25,1,Concluído,4.6,False
704,173.064.829-04,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-19,2,Concluído,5.0,False
705,719.650.238-86,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-09-26,2,Concluído,3.7,True
706,386.174.520-80,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-09-28,1,Atrasado,3.6,False
707,386.174.520-80,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-08-15,1,Concluído,4.9,False
708,865.714.392-55,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-08,1,Concluído,5.0,False
709,845.367.029-38,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-09-04,7,Concluído,3.2,False
710,845.367.029-38,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-01-09,1,Concluído,3.8,False
711,845.367.029-38,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-07,1,Concluído,4.7,False
712,482.063.759-29,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-08-10,1,Concluído,3.8,False
713,482.063.759-29,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-12-11,5,Concluído,3.6,False
714,482.063.759-29,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-06-12,17,Concluído,3.2,False
715,482.063.759-29,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-01,1,Concluído,5.0,False
716,315.698.720-40,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-05,1,Concluído,4.9,False
717,315.698.720-40,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-27,4,Em andamento,3.6,False
718,315.698.720-40,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-06-03,1,Concluído,4.7,False
